file_name,label
00000_종로2가사거리00032.png,0
00001_창경궁서울대학교병원00026.png,0
00002_명륜3가성대입구00025.png,0
00003_종로2가삼일교00029.png,0
00004_혜화동로터리여운형활동터00024.png,0
00005_경기상고00013.png,0
00006_신교동00014.png,0
00007_경기상고00035.png,0
00008_경복고교00021.png,0
00009_청운중학교00020.png,0
00010_자하문고개윤동주문학관00019.png,0
00011_자하문고개윤동주문학관00035.png,0
00012_청운중학교00034.png,0
00013_경복고교00033.png,0
00014_통인시장종로구보건소00015.png,0
00015_통인시장종로구보건소00031.png,0
00016_효자동00032.png,0
00017_사직단어린이도서관00017.png,0
00018_경복궁역1번출구00016.png,0
00019_경복궁역2번출구00006.png,0
00020_경복궁역3번출구00030.png,0
00021_경복궁00030.png,0
00022_광화문역2번출구KT광화문지사00013.png,0
00023_광화문역6번출구00033.png,0
00024_서울역사박물관강북삼성병원00036.png,0
00025_새문안교회00044.png,0
00026_광화문역7번출구00036.png,0
00027_세종문화회관00007.png,0
00028_서울경찰청경복궁역00029.png,0
00029_사직단00028.png,0
00030_광화문역6번출구광화문빌딩00039.png,0
00031_덕성여중고00034.png,0
00032_안국역서울공예박물관00014.png,0
00033_국민은행세검정지점00021.png,0
00034_세검정초등학교00009.png,0
00035_세검정상명대00018.png,0
00036_상명대입구석파랑00019.png,0
00037_하림각00011.png,0
00038_자하문터널입구석파정00012.png,0
00039_부암동주민센터무계원00018.png,0
00040_부암동주민센터무계원00036.png,0
00041_자하문터널입구석파정00036.png,0
00042_하림각00037.png,0
00043_상명대입구세검정교회00039.png,0
00044_세검정상명대00031.png,0
00045_세검정초등학교00032.png,0
00046_국민은행세검정지점00033.png,0
00047_승가사입구00031.png,0
00048_구기동현대빌라00032.png,0
00049_구기터널삼성출판박물관00056.png,0
00050_구기터널삼성출판박물관00019.png,0
00051_구기동00007.png,0
00052_구기동00004.png,0
00053_승가사입구00029.png,0
00054_갑을씨티텔앞00008.png,0
00055_평창파출소00007.png,0
00056_평창동주민센터00006.png,0
00057_일성아파트00005.png,0
00058_롯데아파트00004.png,0
00059_롯데아파트00038.png,0
00060_벽산평창힐스아파트00037.png,0
00061_예능교회00036.png,0
00062_서울예술고등학교평창동주민센터00035.png,0
00063_화정박물관00034.png,0
00064_독립문역서대문형무소역사관00021.png,0
00065_금화초등학교서울시교육청00011.png,0
00066_독립문00066.png,0
00067_창덕궁우리소리박물관00033.png,0
00068_서린동SK서린빌딩00030.png,0
00069_청계1가광교00035.png,0
00070_청계2가수표교00033.png,0
00071_청계4가세운교00031.png,0
00072_청계5가광장시장00030.png,0
00073_원남동00027.png,0
00074_창덕궁우리소리박물관00032.png,0
00075_안국역6번출구인사동문화의거리00017.png,0
00076_조계사종로경찰서00033.png,0
00077_조계사종로경찰서00019.png,0
00078_안국동사거리00018.png,0
00079_효제동김상옥의거터00063.png,0
00080_종로5가효제초등학교00062.png,0
00081_종로5가역6번출구00034.png,0
00082_청계5가마전교00029.png,0
00083_동대문00029.png,0
00084_충신동00028.png,0
00085_충신동00037.png,0
00086_현대그룹빌딩00026.png,0
00087_방송통신대이화장00064.png,0
00088_혜화역2번출구마로니에공원00065.png,0
00089_혜화역3번출구서울대병원입구00025.png,0
00090_방송통신대이화장00037.png,0
00091_현대그룹빌딩00038.png,0
00092_창경궁서울대학교병원00033.png,0
00093_이화동이화장00027.png,0
00094_혜화동로터리00050.png,0
00095_명륜동2가성균관대입구00034.png,0
00096_혜화역서울연극센터장면총리가옥00024.png,0
00097_혜화역동성중고장면총리가옥00066.png,0
00098_종로구민회관창신동두산아파트00011.png,0
00099_동묘앞역6번출구00028.png,0
00100_동묘앞역5번출구00080.png,0
00101_창신3동주민센터00009.png,0
00102_숭인1동주민센터창신역4번출구00021.png,0
00103_동묘앞역롯데캐슬천지인00020.png,0
00104_신설동역오거리00031.png,0
00105_구기동현대빌라00028.png,0
00106_광장시장00026.png,0
00107_서울특별시재향군인회관00016.png,0
00108_서울역사박물관00032.png,0
00109_청계3가관수교00032.png,0
00110_청계6가버들다리00028.png,0
00111_청계7가맑은내다리00027.png,0
00112_청계8가영도교00026.png,0
00113_원남동사거리00025.png,0
00114_숭인2동주민센터00029.png,0
00115_조계사00031.png,0
00116_세종문화회관00032.png,0
00117_이화동이화장00033.png,0
00118_상명대정문00001.png,0
00119_이북오도청00030.png,0
00120_상명대입구세검정교회00038.png,0
00121_상명대입구석파랑00010.png,0
00122_종로중부새마을금고00038.png,0
00123_신설동역오거리서울풍물시장00024.png,0
00124_청계2가삼일교00034.png,0
00125_청계8가황학교00025.png,0
00126_종로1가00028.png,0
00127_평창동삼성아파트00039.png,0
00128_영천시장00048.png,0
00129_영천시장00019.png,0
00130_동묘앞역2번출구00019.png,0
00131_동대문역흥인지문00037.png,0
00132_동묘앞서울혜화경찰서00070.png,0
00133_동묘앞서울혜화경찰서00036.png,0
00134_서대문역사거리적십자병원00037.png,0
00135_안국역서울공예박물관00017.png,0
00136_안국역5번출구00031.png,0
00137_강북삼성병원경교장00042.png,0
00138_서울역사박물관경희궁앞00033.png,0
00139_서울역사박물관경희궁앞00039.png,0
00140_광화문역00023.png,0
00141_광화문역00032.png,0
00142_종로1가00024.png,0
00143_종로1가00031.png,0
00144_종로2가00025.png,0
00145_종로2가00030.png,0
00146_종로3가탑골공원00065.png,0
00147_종로3가탑골공원00029.png,0
00148_종로4가종묘00066.png,0
00149_종로4가종묘00028.png,0
00150_종로5가광장시장00061.png,0
00151_종로5가광장시장00035.png,0
00152_종로6가동대문종합시장00068.png,0
00153_종로6가동대문종합시장00023.png,0
00154_동대문역흥인지문00028.png,0
00155_남인사마당00022.png,0
00156_창덕궁서울돈화문국악당00024.png,0
00157_영추문00017.png,0
00158_청와대00018.png,0
00159_춘추문00019.png,0
00160_경복궁국립민속박물관00020.png,0
00161_효자로입구00001.png,0
00162_효자로입구가상00006.png,0
00163_유림회관앞00004.png,0
00164_경진빌라00029.png,0
00165_혜화초등학교00008.png,0
00166_명륜시장성대후문00029.png,0
00167_오거리한옥마을입구00004.png,0
00168_완성빌라00030.png,0
00169_삼청파출소00004.png,0
00170_양현관00030.png,0
00171_종로5가입구00004.png,0
00172_상명대후문00031.png,0
00173_원서고개00017.png,0
00174_샘미용실종로구청소년상담복지센터00031.png,0
00175_창신쌍용2단지한성대후문00003.png,0
00176_산정빌라00032.png,0
00177_경희궁자이23단지00003.png,0
00178_오거리00003.png,0
00179_국민생활관00007.png,0
00180_문방구00033.png,0
00181_마트앞00034.png,0
00182_통인시장앞00003.png,0
00183_양현관00003.png,0
